Event Index,UTC Timestamp,UTC Date,Local Timestamp,Local Timezone,Local Date,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Task Name,Task Version,branch-3eqj,randomiser-e1us,branch-8hy4,Spreadsheet,Spreadsheet Name,Spreadsheet Row,Trial Number,Screen Number,Screen Name,Zone Name,Zone Type,Reaction Time,Reaction Onset,Response Type,Response,Attempt,Correct,Incorrect,Dishonest,X Coordinate,Y Coordinate,Timed Out,randomise_blocks,randomise_trials,display,ANSWER
4,1666185565513,19/10/2022 13:19:25,1666185565658,1,19/10/2022 14:19:25,89874,8,task-ysdh,,24684682,BLIND,7288425,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,443.0999999977648,,,,,0,1,0,,,,,,cs,
5,1666185569738,19/10/2022 13:19:29,1666185569882,1,19/10/2022 14:19:29,89874,8,task-ysdh,,24684682,BLIND,7288425,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,4210.800000000745,,Enter Key,-0.1,1,0,1,0,,,,,,vaScore,
6,1666185574468,19/10/2022 13:19:34,1666185574590,1,19/10/2022 14:19:34,89874,8,task-ysdh,,24684682,BLIND,7288425,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,4690.5,,Enter Key,1.8,1,0,1,0,,,,,,csScore,
7,1666185649818,19/10/2022 13:20:49,1666185649961,1,19/10/2022 14:20:49,89874,8,task-ysdh,,24684682,BLIND,7288425,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,75361.30000000075,,,,,0,1,0,,,,,,end,
8,1666185649875,19/10/2022 13:20:49,1666185649965,1,19/10/2022 14:20:49,89874,8,task-ysdh,,24684682,BLIND,7288425,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,,,END TASK,,,,,257415,,,,,0,1,0,,,,,,,
1,1666261227128,20/10/2022 10:20:27,1666261228708,1,20/10/2022 11:20:28,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666261455517,20/10/2022 10:24:15,1666261457136,1,20/10/2022 11:24:17,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,228401.40000000596,,,,,0,1,0,,,,,,title,
3,1666261455902,20/10/2022 10:24:15,1666261457562,1,20/10/2022 11:24:17,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,409.09999999403954,,,,,0,1,0,,,,,,va,
4,1666261456334,20/10/2022 10:24:16,1666261457993,1,20/10/2022 11:24:17,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,425.19999998807907,,,,,0,1,0,,,,,,cs,
5,1666261463306,20/10/2022 10:24:23,1666261464977,1,20/10/2022 11:24:24,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,6953.79999999702,,Enter Key,-0.12,1,0,1,0,,,,,,vaScore,
6,1666261466099,20/10/2022 10:24:26,1666261467773,1,20/10/2022 11:24:27,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,2785.2000000029802,,Enter Key,1.8,1,0,1,0,,,,,,csScore,
7,1666261477063,20/10/2022 10:24:37,1666261478737,1,20/10/2022 11:24:38,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,10954.20000000298,,,,,0,1,0,,,,,,end,
8,1666261477135,20/10/2022 10:24:37,1666261478740,1,20/10/2022 11:24:38,89874,8,task-ysdh,,24710456,BLIND,7294238,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,,,END TASK,,,,,250032,,,,,0,1,0,,,,,,,
1,1666343850018,21/10/2022 09:17:30,1666343849914,1,21/10/2022 10:17:29,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666344074121,21/10/2022 09:21:14,1666344074035,1,21/10/2022 10:21:14,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,224085.09999999404,,,,,0,1,0,,,,,,title,
3,1666344074632,21/10/2022 09:21:14,1666344074561,1,21/10/2022 10:21:14,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,510.59999999403954,,,,,0,1,0,,,,,,va,
4,1666344074990,21/10/2022 09:21:14,1666344074947,1,21/10/2022 10:21:14,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,379.59999999403954,,,,,0,1,0,,,,,,cs,
5,1666344080305,21/10/2022 09:21:20,1666344080245,1,21/10/2022 10:21:20,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,5261.399999976158,,Enter Key,-0.26,1,0,1,0,,,,,,vaScore,
6,1666344082715,21/10/2022 09:21:22,1666344082664,1,21/10/2022 10:21:22,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,2404.600000023842,,Enter Key,1.8,1,0,1,0,,,,,,csScore,
7,1666344095371,21/10/2022 09:21:35,1666344095288,1,21/10/2022 10:21:35,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,12614.100000023842,,,,,0,1,0,,,,,,end,
8,1666344095420,21/10/2022 09:21:35,1666344095292,1,21/10/2022 10:21:35,89874,8,task-ysdh,,24731436,BLIND,7300091,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,193,chartFirst,,Spreadsheet1,,,END TASK,,,,,245378,,,,,0,1,0,,,,,,,
1,1666348439462,21/10/2022 10:33:59,1666348439343,1,21/10/2022 11:33:59,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666348442861,21/10/2022 10:34:02,1666348442787,1,21/10/2022 11:34:02,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,3421.2999999821186,,,,,0,1,0,,,,,,title,
3,1666348444319,21/10/2022 10:34:04,1666348444236,1,21/10/2022 11:34:04,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,1440.5,,,,,0,1,0,,,,,,va,
4,1666348445537,21/10/2022 10:34:05,1666348445468,1,21/10/2022 11:34:05,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,1224.199999988079,,,,,0,1,0,,,,,,cs,
5,1666348601368,21/10/2022 10:36:41,1666348601251,1,21/10/2022 11:36:41,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,155761.20000001788,,Enter Key,-0.10,1,0,1,0,,,,,,vaScore,
6,1666348603826,21/10/2022 10:36:43,1666348603753,1,21/10/2022 11:36:43,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,2479.699999988079,,Enter Key,1.8,1,0,1,0,,,,,,csScore,
7,1666348617664,21/10/2022 10:36:57,1666348617597,1,21/10/2022 11:36:57,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,13838.800000011921,,,,,0,1,0,,,,,,end,
8,1666348617710,21/10/2022 10:36:57,1666348617599,1,21/10/2022 11:36:57,89874,8,task-ysdh,,24733018,BLIND,7300711,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,168,chartFirst,,Spreadsheet1,,,END TASK,,,,,178256,,,,,0,1,0,,,,,,,
1,1666686703641,25/10/2022 08:31:43,1666686705647,1,25/10/2022 09:31:45,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666686706595,25/10/2022 08:31:46,1666686708639,1,25/10/2022 09:31:48,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2951.600000023842,,,,,0,1,0,,,,,,title,
3,1666686910862,25/10/2022 08:35:10,1666686912873,1,25/10/2022 09:35:12,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,204227,,,,,0,1,0,,,,,,va,
4,1666686911269,25/10/2022 08:35:11,1666686913327,1,25/10/2022 09:35:13,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,441,,,,,0,1,0,,,,,,cs,
5,1666686914548,25/10/2022 08:35:14,1666686916577,1,25/10/2022 09:35:16,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,3234.800000011921,,Enter Key,0.02,1,0,1,0,,,,,,vaScore,
6,1666686916843,25/10/2022 08:35:16,1666686918898,1,25/10/2022 09:35:18,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,2310.5,,Enter Key,1.65,1,0,1,0,,,,,,csScore,
7,1666686935596,25/10/2022 08:35:35,1666686937655,1,25/10/2022 09:35:37,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,18745.5,,,,,0,1,0,,,,,,end,
8,1666686935651,25/10/2022 08:35:35,1666686937659,1,25/10/2022 09:35:37,89874,8,task-ysdh,,24794559,BLIND,7322135,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,,,END TASK,,,,,232012,,,,,0,1,0,,,,,,,
1,1666708336189,25/10/2022 14:32:16,1666708338298,1,25/10/2022 15:32:18,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666708503951,25/10/2022 14:35:03,1666708506029,1,25/10/2022 15:35:06,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,167706.19999999925,,,,,0,1,0,,,,,,title,
3,1666708504353,25/10/2022 14:35:04,1666708506470,1,25/10/2022 15:35:06,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,426.40000000037253,,,,,0,1,0,,,,,,va,
4,1666708504697,25/10/2022 14:35:04,1666708506850,1,25/10/2022 15:35:06,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,371.5,,,,,0,1,0,,,,,,cs,
5,1666708508574,25/10/2022 14:35:08,1666708510715,1,25/10/2022 15:35:10,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,3851.800000000745,,Enter Key,-0.20,1,0,1,0,,,,,,vaScore,
6,1666708511944,25/10/2022 14:35:11,1666708514059,1,25/10/2022 15:35:14,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,3336.300000000745,,Enter Key,1.8,1,0,1,0,,,,,,csScore,
7,1666708520539,25/10/2022 14:35:20,1666708522682,1,25/10/2022 15:35:22,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,8614.5,,,,,0,1,0,,,,,,end,
8,1666708520587,25/10/2022 14:35:20,1666708522685,1,25/10/2022 15:35:22,89874,8,task-ysdh,,24801049,BLIND,7324446,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 106.0.0.0,1280x720,1280x577,,chartTest,2,163,chartFirst,,Spreadsheet1,,,END TASK,,,,,184387,,,,,0,1,0,,,,,,,
1,1666870061469,27/10/2022 11:27:41,1666870062612,1,27/10/2022 12:27:42,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,,,BEGIN TASK,,,,,,,,,,0,1,0,,,,,,,
2,1666870064169,27/10/2022 11:27:44,1666870065336,1,27/10/2022 12:27:45,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,1,1,1,Screen 1,advancementZone,continue_button,2693.7999999821186,,,,,0,1,0,,,,,,title,
3,1666870065723,27/10/2022 11:27:45,1666870066919,1,27/10/2022 12:27:46,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,2,1,1,Screen 1,advancementZone,continue_button,1574.0999999940395,,,,,0,1,0,,,,,,va,
4,1666870069182,27/10/2022 11:27:49,1666870070368,1,27/10/2022 12:27:50,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,3,1,1,Screen 1,advancementZone,continue_button,3442.5999999940395,,,,,0,1,0,,,,,,cs,
5,1666870216537,27/10/2022 11:30:16,1666870217726,1,27/10/2022 12:30:17,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,4,1,1,Screen 1,Zone1,response_text_entry,147338.5,,Enter Key,0.02,1,0,1,0,,,,,,vaScore,
6,1666870221787,27/10/2022 11:30:21,1666870222959,1,27/10/2022 12:30:22,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,Zone1,response_text_entry,5221.0999999940395,,Screen End,1.8,,0,1,0,,,,,,csScore,
7,1666870221859,27/10/2022 11:30:21,1666870222960,1,27/10/2022 12:30:22,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,5,1,1,Screen 1,advancementZone,continue_button,5221.0999999940395,,,,,0,1,0,,,,,,csScore,
8,1666870232586,27/10/2022 11:30:32,1666870233782,1,27/10/2022 12:30:33,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,Spreadsheet1,6,1,1,Screen 1,advancementZone,continue_button,10817.300000011921,,,,,0,1,0,,,,,,end,
9,1666870232645,27/10/2022 11:30:32,1666870233786,1,27/10/2022 12:30:33,89874,8,task-ysdh,,24845293,BLIND,7337152,,complete,,,computer,Desktop or Laptop,Windows 10,Chrome 107.0.0.0,1280x720,1280x577,,chartTest,2,173,chartFirst,,Spreadsheet1,,,END TASK,,,,,171175,,,,,0,1,0,,,,,,,
END OF FILE
